Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logCPM
NM_011937	Gnpda1|GNPDA|Gnp1|Gnpi|oscillin|-|18 B3|18|protein-coding	-1.98818509672932	0.00072879698724237	5.0292097436106395
NM_025994	Efhd2|2600015J22Rik|AA408606|D4Wsu27e|RP23-423G13.3|4 E1|4 74.75 cM|protein-coding	-1.98645987510505	0.0005413169643380861	8.11974821167939
NM_138953	Ell2|-|-|13 C1|13|protein-coding	-1.98488242680325	0.00183692968162835	2.98171708046632
NM_028128	Rfc5|2610020K06Rik|2610209F07Rik|36.5kDa|36kDa|Recc5|-|5 F|5|protein-coding	-1.98054059200571	0.0007756445792255941	5.01099812089787
NM_001288626	Arid3a|Bright|Dri1|Dril1|-|10 C1|10|protein-coding	-1.9798498834841898	0.0009125895022495289	4.49648172027726
NM_025866	Cdca7|2310021G01Rik|AU044109|JPO1|RP23-146F24.2|2 C3|2|protein-coding	-1.9750952529591	0.0008735753181816889	4.69520971670575
NM_026695	Etfb|0610009I16Rik|2810441H06Rik|-|7 B2|7 28.25 cM|protein-coding	-1.9713052590128501	0.000680097848620043	6.17323406251267
NM_175126	Zcchc3|2810406K24Rik|RP23-396N8.6|2 H1|2|protein-coding	-1.97071081880932	0.00503428148169882	2.06455183803709
NM_016740	S100a11|EMAPI|Emap1|S100a14|S100c|cal|-|3|3 E-F|protein-coding	-1.96907470251645	0.000713320155711058	5.983796690885839
NR_045287	1700097N02Rik|-|RP23-362B7.1|17 A3.3|17|ncRNA	-1.9671977037783301	0.00193248163559059	3.0641763479387905
NM_020282	Nqo2|NMO2|Nmor2|Ox2|-|13 A4|13 14.01 cM|protein-coding	-1.96594214720333	0.0009017302918560419	4.83850941628844
NM_019388	Cd86|B7|B7-2|B7.2|B70|CLS1|Cd28l2|ETC-1|Ly-58|Ly58|MB7|MB7-2|TS/A-2|-|16 B5|16 25.72 cM|protein-coding	-1.96234117835607	0.00139352115640409	3.66151376264444
NM_026844	Cmc2|1110046L09Rik|2310061C15Rik|DC13|-|8 E1|8|protein-coding	-1.9544203055144	0.0010119029740505	4.70131185865577
NM_027009	Rfc3|2810416I22Rik|38kDa|AU022547|Recc3|-|5 G3|5|protein-coding	-1.9502534299124	0.00101255412250456	4.82607730896796
NM_011660	Txn1|ADF|AW550880|Trx1|Txn|RP23-332H16.1|4 B3|4 31.87 cM|protein-coding	-1.94888264956092	0.0007435168381838519	7.04298174719655
NM_027722	Nudt4|4933436C10Rik|DIPP2|DIPP2alpha|DIPP2beta|HDCMB47P|-|10|10|protein-coding	-1.9436284740886798	0.0008318367984904019	6.151256207613879
NM_022324	Sdf2l1|-|-|16 A3|16|protein-coding	-1.93956357539014	0.000867065022085356	6.04422348670871
NM_145409	Chtf18|6030457M03Rik|CTF18|Chl12|-|17 A3.3|17|protein-coding	-1.9382774384372299	0.00119518061465827	4.548001060948559
NM_019771	Dstn|2610043P17Rik|ADF|AU042046|Dsn|corn1|sid23p|RP23-77A2.1|2 H1|2 70.89 cM|protein-coding	-1.9326555548504698	0.0012921115741099099	4.450410188567941
NM_009058	Ralgds|Gnds|Rgds|mKIAA1308|RP23-430H1.6|2 A3|2|protein-coding	-1.93114505534826	0.0011800852291361	4.72687632810633
NM_175164	Arhgap26|1810044B20Rik|2610010G17Rik|4933432P15Rik|AI853435|mKIAA0621|-|18 B3|18|protein-coding	-1.9221676941086399	0.0009338778319932689	6.76460517602093
NM_001085390	Dusp5|Gm337|-|19 D2|19|protein-coding	-1.92168753521745	0.0008847046764727981	7.59959482359351
NM_153083	Thtpa|AW122966|-|14 C1|14|protein-coding	-1.92013687951455	0.0010868693028121901	5.40546273529802
NM_010430	Hic1|AA408311|HIC-1|RP23-143A14.2|11 B5|11 45.76 cM|protein-coding	-1.91712348031375	0.00400933372332198	2.5619042622737203
NM_146235	Ercc6l|BC004701|D330021P09Rik|RP23-448C18.8|X D|X|protein-coding	-1.9167820806295701	0.00195695366208247	3.5946221942571404
NM_001162917	Dennd4a|AI115600|AI851943|F730015K02Rik|mCG_145419|9 C|9|protein-coding	-1.9158288407348303	0.0009947535212774712	6.48283065252357
NM_025563	2010012O05Rik|4930569L17Rik|AI413851|AI467257|-|19|19 D1|protein-coding	-1.9156101178917802	0.00162067213983294	4.16856065679927
NM_199467	Mms22l|F730047E07Rik|Gm134|-|4 A3|4|protein-coding	-1.9147281587974099	0.00113685295032627	5.38768926214719
NM_178734	Zfp473|D030014N22Rik|Znf473|zfp-100|-|7 B4|7|protein-coding	-1.9137723633163797	0.0052289380144155	2.31491247775678
NM_028106	Zbed3|0610037K01Rik|2610005H11Rik|AU018975|AU024588|-|13 D1|13|protein-coding	-1.9134931641247999	0.00223757243440172	3.3536737688323903
NM_172705	Phf13|BC029632|Phf5|SPOC1|RP23-460D14.3|4 E2|4|protein-coding	-1.90735753330434	0.00119174615525383	5.55635748444944
NM_001082412	Slc25a53|2310046F18Rik|2810402A17Rik|AI448995|AI841128|Mcart6|-|X F1|X|protein-coding	-1.9037982252727	0.00175726793824945	4.1487107926934
NM_007633	Ccne1|AW538188|CycE1|-|7 B2|7 25.35 cM|protein-coding	-1.90095459053976	0.0012639340650194401	5.49824442564595
NM_008358	Il15ra|AA690181|IL-15RA|RP23-114B13.4|2 A1|2 8.97 cM|protein-coding	-1.89630636499957	0.0020580128693145103	3.9256240285952204
NM_177331	Gen1|5830483C08Rik|-|12 A1.1|12|protein-coding	-1.8915125560578	0.00235577872946351	3.51067518644946
NM_009942	Cox5b|-|mCG_17741|1 B|1|protein-coding	-1.8902732682187098	0.00224940584271935	3.83184759466112
NM_001081223	Rbbp8|9930104E21Rik|CtIP|RBBP-8|RIM|SAE2|-|18 A1|18|protein-coding	-1.8830299524903997	0.00158001759358771	4.94612067371184
NR_040728	1700110K17Rik|-|-|9|9|ncRNA	-1.87659144800085	0.00710073624682999	2.20808597314517
NM_028460	Pear1|3110045G13Rik|Jedi-1|Megf12|-|3 F1|3|protein-coding	-1.8751253277495301	0.00140049211731591	5.996335547278429
NM_023065	Ifi30|GILT|IP30|-|8 B3.3|8|protein-coding	-1.87110135989179	0.0020580128693145103	4.3025142071855
NM_018831	Dclre1a|2810043H12Rik|AU022226|Pso2|Smn1a|Snm1|mKIAA0086|-|19 D2|19|protein-coding	-1.8687775236978603	0.0031611732618541	3.2621881643254502
NM_177778	Armc7|A630084C13|BC023126|RP23-392H19.6|11 E2|11|protein-coding	-1.8627215047420298	0.00138035774659386	7.3627549308420805
NM_011759	Zfp41|CTfin92|Zfp-41|-|15 D3|15|protein-coding	-1.85318901868238	0.0034087913360394896	3.30671641698566
NM_001162538	Odf2l|4733401D09Rik|9630045K08Rik|D3Ertd250e|-|3 H3|3 69.36 cM|protein-coding	-1.85015714353268	0.00864598142548398	2.14711389133408
NM_001033380	Itpripl2|C130081G24|E030018N11Rik|-|7 F1|7|protein-coding	-1.8492199721779499	0.00659554071322354	2.44376855644453
NR_003568	Gpr137b-ps|2310041G17Rik|ENSMUSG00000075118|-|13 A1|13|pseudo	-1.8492199721779499	0.00659554071322354	2.44376855644453
NM_175460	Nmnat2|AI843915|D030041I09Rik|PNAT1|PNAT2|-|1 G3|1|protein-coding	-1.84878852478338	0.004329637809351129	2.9718735026735
NM_026523	Nmb|3110023K12Rik|-|7 D3|7|protein-coding	-1.84774217986357	0.0057668182307273	2.6015036189443
NM_009794	Capn2|AI326419|Capa-2|Capa2|m-calpain|m-calpin|-|1 H5|1|protein-coding	-1.8443264408410702	0.00158455382228959	7.38370814240818
NM_008983	Ptprk|AI853699|PTPk|RPTPkappa|-|10 A4|10 15.06 cM|protein-coding	-1.84164463324375	0.00318861101213372	3.551663802634
NM_029522	Gpsm2|6230410J09Rik|LGN|Pins|RP23-217I18.2|3 F3|3|protein-coding	-1.84101538538183	0.00203085819799791	5.0839051899636205
NM_172721	Fbxw8|4930438M06Rik|FBW6|FBW8|FBXO29|Fbx29|-|5 F|5|protein-coding	-1.83980025453309	0.00189401926565227	5.629948865190671
NM_021788	Sap30|30kDa|-|8 B2|8 29.85 cM|protein-coding	-1.8380830721549999	0.00319021396424947	3.5947283357549398
NM_001033165	Dnajc25|2010109C08Rik|2010203O07Rik|RP23-211P15.4|4 B3|4|protein-coding	-1.8369649569900701	0.00446533453795839	3.0309666251554703
NM_011817	Gadd45g|AI327420|C86281|CR6|DDIT2|OIG37|-|13|13 A5-B|protein-coding	-1.8346031858693799	0.0037907113519808603	3.31072019178067
NM_028448	Cenpv|3110013H01Rik|AA671303|Prr6|RP23-234K24.4|11 B2|11|protein-coding	-1.8252108252311998	0.0044996571494492	3.12888158263948
NM_001114597	Ehbp1l1|G430002G23Rik|-|19 A|19|protein-coding	-1.8198863846748101	0.00195762709117468	6.74430769122017
NM_001033270	Slc4a7|E430014N10Rik|NBC3|NBCn1|NBCn1-G|-|14 A2|14|protein-coding	-1.8182500710696299	0.0020806324693119697	6.18216954173499
NM_009415	Tpi1|AI255506|Tpi|Tpi-1|-|6 F2|6 59.17 cM|protein-coding	-1.81763186725621	0.0020890981513153	6.1767306481307305
NM_145417	Rnpep|-|-|1 E4|1|protein-coding	-1.81748620708477	0.00208229495605893	6.094881067265611
NM_144807	Chpt1|-|-|10 C1|10|protein-coding	-1.8094068113951103	0.00377820284587301	3.67412811225695
NM_001081419	Dip2a|4931420H10Rik|AI426328|Dip2|Kiaa0184-hp|mKIAA0184|-|10 C1|10 38.76 cM|protein-coding	-1.80834672655888	0.0038873609352448896	3.57174308846546
NM_007512	Atpif1|Atpi|If1|RP23-63D8.5|4 D2.3|4|protein-coding	-1.80417214061856	0.0024952264297187802	5.44327030539636
NM_021451	Pmaip1|Noxa|-|18 E1|18|protein-coding	-1.80305028490528	0.00244522867902525	5.7074985754051
NM_153804	Plekhg3|BC030417|-|12 C3|12|protein-coding	-1.8003970510343	0.00337434170179739	4.26619623478717
NR_045710	Gm9833|ENSMUSG00000049230|-|3 A1|3|pseudo	-1.79649252929495	0.00933593988116419	2.3694798292668198
NM_023733	Crot|1200003H03Rik|-|5 A1|5|protein-coding	-1.79605348545301	0.00224535250217971	7.1821743876304005
NM_010515	Igf2r|AI661837|CD222|CI-MPR|M6P/IGF2R|Mpr300|-|17 A-C|17 8.64 cM|protein-coding	-1.7956119370119898	0.00216433857252127	8.751651432551759
NM_177353	Slc9a7|A530087D17Rik|NHE7|RP23-24L23.2|X A1.3|X|protein-coding	-1.7952815985272499	0.0042106258714959	3.8096587506417103
NM_008017	Smc2|5730502P04Rik|AI255214|AW545314|CAP-E|CAPE|Fin16|SMC-2|Smc2l1|RP23-122I3.3|4 B3|4 28.31 cM|protein-coding	-1.7951082808293102	0.0024427221193082604	6.07750530868729
NM_052994	Spock2|AA407235|Gcap26|mKIAA0275|-|10|10 B3|protein-coding	-1.79193171512925	0.0080472929620511	2.5885225027708
NM_010316	Gng3|-|-|19 A|19 5.76 cM|protein-coding	-1.79193171512925	0.0080472929620511	2.5885225027708
NM_001252639	Tbc1d7|2610009C09Rik|-|13 A4|13|protein-coding	-1.7837438403029902	0.00486441566017474	3.44355766328802
NM_201352	Gdpd5|BC024955|Gde2|-|7 E2|7|protein-coding	-1.76939119770455	0.00490127768813594	3.67109224670354
NM_010169	F2r|AI482343|Cf2r|Par1|ThrR|-|13 D1|13 50.21 cM|protein-coding	-1.76896944573903	0.0027217513707550006	7.00784189172741
NM_207244	Cd200r4|F630107N04Rik|MCD200RLa|-|16 B4|16|protein-coding	-1.76369594779455	0.007867565561254009	2.83502520437424
NM_177075	Fndc9|C030019I05Rik|RP23-370F7.2|11 B1.1|11|protein-coding	-1.7586692735748402	0.00617881137190293	3.2705320461506497
NM_198001	1110008P14Rik|C79326|RP23-161B9.10|2 B|2|protein-coding	-1.7546034409652702	0.0036547359907232705	5.18394838428872
NM_001136071	Lsp1|Lsp-1|WP34|p50|pp52|AL603651.4|7 F5|7 87.93 cM|protein-coding	-1.7505284194207902	0.0029494439569893397	9.93144549655983
NM_134163	Mbnl3|A530038J18Rik|AI661274|CHCR|E430034C16Rik|MBLX|MBLX39|MBXL|RP23-98P13.1|X A5|X|protein-coding	-1.74218454231984	0.00355562867572545	6.0445153665441005
NM_025654	Rdm1|2410008M22Rik|AW212028|Rad52b|RP23-382C19.5|11 D|11|protein-coding	-1.73382802854678	0.00479702373356431	4.55166081951234
NM_029478	Vmp1|3110098I04Rik|4930579A11Rik|AI787464|Tango5|Tmem49|ni-2|RP23-467J12.4|11 C|11|protein-coding	-1.72891119357075	0.0036547359907232705	6.9959058895145
NM_177265	Ifitm10|6330512M04Rik|AI848576|DSPA3|-|7 F5|7|protein-coding	-1.72828903451175	0.00783852785589783	3.17339577190091
NR_015548	5830432E09Rik|-|-|7|7|ncRNA	-1.7198441585189301	0.006936316153736	3.50397739790573
NM_008922	Prim2|AI323589|-|1 B|1 12.7 cM|protein-coding	-1.7189839486065701	0.00457735563610621	5.15662799630525
NM_009983	Ctsd|CD|CatD|-|7 F5|7|protein-coding	-1.7188064790269098	0.00367945875554655	10.4496402338711
NM_009465	Axl|AI323647|Ark|Tyro7|Ufo|-|7 A3-B1|7 14.02 cM|protein-coding	-1.71783984418396	0.00579297675482544	4.21203404367752
NM_023279	Tubb3|3200002H15Rik|M(beta)3|M(beta)6|-|8 E1|8|protein-coding	-1.716697370495	0.007055035100661809	3.74948141784846
NM_001042534	Capg|gCap39|mbh1|-|6|6 C3|protein-coding	-1.7164584198579897	0.0049029368471408	4.93867219244823
NM_183370	Sytl3|A430092N21|Slp3|Slp3-a|Slp3-b|mFLJ00307|-|17|17 A1|protein-coding	-1.71601303758867	0.00438259602895163	5.75512875180526
NM_001285909	Gng2|82|-|14 A3|14 11.17 cM|protein-coding	-1.7090931841110601	0.00413638976992558	7.06794195164479
NM_011364	Sh2d1a|Gm686|SAP|RP23-280E8.1|X|X A5|protein-coding	-1.7089398120123203	0.00419786538614675	6.743374185541709
NM_001164327	Phf11b|EG236451|Gm4902|mCG_13862|14 C3|14|protein-coding	-1.7059774126916298	0.00570044525636241	4.54496174781761
NM_030712	Cxcr6|BB217514|BONZO|STRL33|-|9 F|9 74.57 cM|protein-coding	-1.7058173157863603	0.00413783496248716	7.759827419469531
NM_007746	Map3k8|Cot|Cot/Tpl2|Est|Estf|Tpl-2|Tpl2|c-COT|-|18 A1|18 2.73 cM|protein-coding	-1.7030553310418899	0.0050568447620786	5.24144039288454
NM_008928	Map2k3|AW212142|MEK3|MKK3|Prkmk3|mMKK3b|RP23-467E19.1|11 B2|11|protein-coding	-1.70273624985344	0.00451842210404039	6.3794568033167804
NM_007523	Bak1|Bak|N-BAK1|N-Bak|-|17|17 B|protein-coding	-1.69772553000331	0.00439971858620025	7.58049485973611
NM_008567	Mcm6|ASP-l1|D1Wsu22e|Mcmd6|-|1 E4|1 55.8 cM|protein-coding	-1.69755804488722	0.00435189840302361	8.12032287353708
NM_016710	Hmgn5|GARP45|NBP-45|Nsbp1|RP23-145N17.3|X D|X|protein-coding	-1.6971781699194	0.00900151152474786	3.2417285760280494
NM_001159407	B3gnt5|beta3GnT5|-|16|16 B1|protein-coding	-1.6941315281323799	0.00536938263397506	5.3870747749601
NM_028440	Abracl|1700028I04Rik|3110003A17Rik|-|10 A3|10|protein-coding	-1.69404470782745	0.00457153137776689	7.16704864082203
NM_029519	Rap2a|5830461H18Rik|-|14 E4|14 64.72 cM|protein-coding	-1.69364407459371	0.00554464969938055	5.01263714774999
NM_025518	Dus2|2310016K04Rik|Dus2l|-|8|8 D2|protein-coding	-1.6911291575307	0.00546946571770432	5.209844797194191
NM_013565	Itga3|AA407068|CD49C|GAPB3|RP23-112C19.6|11 D|11 59.01 cM|protein-coding	-1.68751994740409	0.00930855254186734	3.28688368767945
NM_019716	Orc6|6720420I10Rik|Orc6l|-|8 C3|8|protein-coding	-1.68473160296545	0.00571906141574815	5.32253478508069
NM_018784	St3gal6|1700023B24Rik|AI930218|AW552396|Siat10|St3galVI|RP24-293N14.3|16 C1.2|16|protein-coding	-1.6761481667173301	0.005510560230501	6.14052121778479
NM_026845	Ppil1|1110060O10Rik|AI327391|Cypl1|-|17 A3.3|17|protein-coding	-1.67459447621746	0.00557282893477765	6.12986440836527
NM_027460	Slc25a33|5730438N18Rik|Pnc1|RP23-383I7.2|4|4 E1|protein-coding	-1.67336428265353	0.00683184981103935	4.66488742941596
NM_030714	Dtx3|Deltex3|mg310|-|10 D3|10|protein-coding	-1.67326823511009	0.00568751689122274	5.86346064101643
NM_001243584	Mif4gd|1110014L05Rik|2310075G12Rik|RP23-392H19.14-004|11 E2|11|protein-coding	-1.67057735521628	0.00555657011984671	6.42427322055274
NM_198710	Sypl|AI314763|AI604763|D12Ertd446e|PanI|Pphn|Sypl1|-|12 B2|12 13.87 cM|protein-coding	-1.67026410618119	0.00730578277228091	4.48112298168156
NM_029482	4930579G24Rik|-|-|3|3 F1|protein-coding	-1.6696635835142202	0.00724010973470198	4.52460322567858
NM_029648	Fam204a|2310065H12Rik|2610015K05Rik|D19Ertd737e|-|19 D3|19 56.52 cM|protein-coding	-1.6608115887676103	0.00788161332198291	4.436306853013731
NM_001290484	Gtf3c5|2700084A09Rik|TFIIIC63|TFiiiC2-63|RP23-430H1.8|2 A3|2|protein-coding	-1.65963528002554	0.00657349626242693	5.47663538552252
NM_145148	Frmd4b|6030440G05Rik|C87375|GOBLIN|GRSP1|R74720|mKIAA1013|-|6 D3|6|protein-coding	-1.6485557909423603	0.00811026257688161	4.6062321434476905
NM_007999	Fen1|AW538437|FEN-1|-|19 A|19|protein-coding	-1.64804850621093	0.00664495026959581	6.14725753182917
NM_013863	Bag3|AA407278|Bis|mg638|MNCb-2243|7 F3|7|protein-coding	-1.64207297934458	0.00870429223591569	4.4598212402998705
NM_019803	Ube2g2|1110003O05Rik|D10Xrf369|UBC7|Ubc7p|-|10 C1|10 39.72 cM|protein-coding	-1.6393603916306103	0.00653209879305813	7.431171451339999
NM_001289493	Gbp3|AW228655|Gbp4|-|3 H1|3|protein-coding	-1.6384261991820601	0.00771334141396133	5.3528352013965
NM_024185	Fam188a|1810041E18Rik|2310047O13Rik|5830410F13Rik|AI447827|AW111958|RP23-232K16.1|2 A1|2|protein-coding	-1.6372726596112999	0.00739353491614108	5.6601992311146905
NM_008368	Il2rb|CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70|-|15 E|15 37.52 cM|protein-coding	-1.62749407224414	0.00687836395390315	8.926670345660002
NM_020010	Cyp51|AI426508|CYPLI|Cyp51a1|Ldm|P450-14DM|P450LI|-|5 A2|5 2.3 cM|protein-coding	-1.6204296616927099	0.00852228979372962	5.1743605342058805
NM_183276	Nbeal2|1110014F23Rik|BC042396|mKIAA0540|-|9 F2|9|protein-coding	-1.6023899554455399	0.00807851631304322	9.655938438774369
NM_001289926	2010111I01Rik|2300006M17Rik|AP-O|Aopep|-|13 B3|13|protein-coding	-1.58466952041233	0.00989137715138453	6.14735956446233
NM_010220	Fkbp5|D17Ertd592e|Dit1|FKBP-5|FKBP51|RP23-23B10.1|17 A3.3|17 14.66 cM|protein-coding	-1.5818634385652801	0.00936935459481202	7.56577243835454
